'sample interval','PLETH ','V '
165080,-0.11900000,-0.02805970
165081,-0.14200000,-0.02805970
165082,-0.16450000,-0.02507463
165083,-0.18200000,-0.02149254
165084,-0.20000000,-0.02507463
165085,-0.21650000,-0.02149254
165086,-0.23200000,-0.02507463
165087,-0.24550000,-0.02149254
165088,-0.25800000,-0.02149254
165089,-0.27050000,-0.01850746
165090,-0.28150000,-0.02507463
165091,-0.29400000,-0.01850746
165092,-0.30350000,-0.02149254
165093,-0.31450000,-0.01194030
165094,-0.32400000,-0.02149254
165095,-0.33400000,-0.01850746
165096,-0.34200000,-0.01492537
165097,-0.35050000,-0.01194030
165098,-0.36000000,-0.01492537
165099,-0.36850000,-0.01194030
165100,-0.37800000,-0.01194030
165101,-0.38650000,-0.01194030
165102,-0.39300000,-0.01194030
165103,-0.40000000,-0.01194030
165104,-0.40700000,-0.01194030
165105,-0.41350000,-0.00179104
165106,-0.41750000,0.00119403
165107,-0.42300000,0.00417910
165108,-0.42800000,0.00716418
165109,-0.43350000,0.00119403
165110,-0.43850000,-0.00835821
165111,-0.44350000,-0.01194030
165112,-0.44750000,-0.00835821
165113,-0.45300000,-0.01194030
165114,-0.45800000,-0.01194030
165115,-0.46350000,-0.01492537
165116,-0.46850000,-0.01194030
165117,-0.47400000,-0.01492537
165118,-0.47650000,-0.00537313
165119,-0.48300000,0.01731343
165120,-0.48700000,0.10865672
165121,-0.49500000,0.16776119
165122,-0.49850000,0.20358209
165123,-0.50650000,0.07283582
165124,-0.51200000,-0.11343284
165125,-0.51850000,-0.33253731
165126,-0.52500000,-0.52955224
165127,-0.53150000,-0.43104478
165128,-0.53900000,-0.27044776
165129,-0.54450000,-0.12358209
165130,-0.54700000,-0.02149254
165131,-0.55250000,0.01373134
165132,-0.55500000,0.03343284
165133,-0.56000000,0.05313433
165134,-0.56150000,0.06268657
165135,-0.56650000,0.06626866
165136,-0.56950000,0.06626866
165137,-0.57350000,0.06626866
165138,-0.57700000,0.06626866
165139,-0.57850000,0.07940299
165140,-0.58250000,0.07940299
165141,-0.58650000,0.07940299
165142,-0.59050000,0.07940299
165143,-0.59050000,0.08238806
165144,-0.59050000,0.08895522
165145,-0.59050000,0.10208955
165146,-0.58350000,0.10567164
165147,-0.57350000,0.11223881
165148,-0.55900000,0.11522388
165149,-0.53550000,0.12179104
165150,-0.50250000,0.13194030
165151,-0.45950000,0.14149254
165152,-0.40850000,0.14507463
165153,-0.34800000,0.16776119
165154,-0.27900000,0.16477612
165155,-0.20300000,0.16477612
165156,-0.12300000,0.17134328
165157,-0.04350000,0.17432836
165158,0.03800000,0.17134328
165159,0.11500000,0.16119403
165160,0.18850000,0.14507463
165161,0.25650000,0.13194030
165162,0.31650000,0.09910448
165163,0.37000000,0.07940299
165164,0.41450000,0.06626866
165165,0.45150000,0.04298507
165166,0.48300000,0.02985075
165167,0.50650000,0.01373134
165168,0.52450000,0.01373134
165169,0.53250000,0.00119403
165170,0.53500000,0.00119403
165171,0.53100000,0.00119403
165172,0.51950000,0.00119403
165173,0.50100000,0.00119403
165174,0.47600000,0.00119403
165175,0.44600000,-0.00835821
165176,0.41100000,-0.01194030
165177,0.37150000,-0.01492537
165178,0.32700000,-0.01194030
165179,0.28100000,-0.01850746
165180,0.23400000,-0.03164179
165181,0.18550000,-0.03820896
165182,0.13850000,-0.03164179
165183,0.09000000,-0.03462687
165184,0.04450000,-0.03820896
165185,0.00250000,-0.03820896
165186,-0.03650000,-0.03820896
165187,-0.07750000,-0.03462687
165188,-0.11150000,-0.03164179
165189,-0.14150000,-0.02805970
165190,-0.16900000,-0.02507463
165191,-0.19250000,-0.02149254
165192,-0.21200000,-0.02805970
165193,-0.22900000,-0.02507463
165194,-0.24350000,-0.02805970
165195,-0.25400000,-0.02805970
165196,-0.26300000,-0.02805970
165197,-0.26950000,-0.02507463
165198,-0.27750000,-0.02507463
165199,-0.28400000,-0.02507463
165200,-0.28950000,-0.02507463
165201,-0.29600000,-0.01492537
165202,-0.30100000,-0.02507463
165203,-0.30750000,-0.01492537
165204,-0.31300000,-0.02149254
165205,-0.32050000,-0.02507463
165206,-0.32750000,-0.01492537
165207,-0.33400000,-0.01194030
165208,-0.34150000,-0.02507463
165209,-0.34950000,-0.01194030
165210,-0.35850000,-0.01492537
165211,-0.36650000,-0.01850746
165212,-0.37450000,-0.01194030
165213,-0.38350000,-0.00835821
165214,-0.39150000,-0.00179104
165215,-0.39900000,0.00119403
165216,-0.40700000,0.00119403
165217,-0.41250000,0.00119403
165218,-0.41750000,0.00417910
165219,-0.42550000,-0.00835821
165220,-0.42950000,-0.01194030
165221,-0.43200000,-0.01194030
165222,-0.43850000,-0.01194030
165223,-0.44100000,-0.01194030
165224,-0.44650000,-0.01194030
165225,-0.45050000,-0.01194030
165226,-0.45550000,-0.01194030
165227,-0.46200000,-0.01492537
165228,-0.46750000,-0.00835821
165229,-0.47500000,0.01373134
165230,-0.48150000,0.09552239
165231,-0.48950000,0.17074627
165232,-0.48150000,0.23940299
165233,-0.48750000,0.15462687
165234,-0.49750000,-0.02149254
165235,-0.50400000,-0.26388060
165236,-0.51150000,-0.52597015
165237,-0.51750000,-0.46686567
165238,-0.52400000,-0.30029851
165239,-0.52800000,-0.14925373
165240,-0.53150000,-0.03164179
165241,-0.53400000,0.01014925
165242,-0.53650000,0.02686567
165243,-0.53800000,0.04000000
165244,-0.53800000,0.04955224
165245,-0.53800000,0.05970149
165246,-0.53650000,0.05970149
165247,-0.53550000,0.06626866
165248,-0.53400000,0.06626866
165249,-0.53150000,0.06925373
165250,-0.53300000,0.06626866
165251,-0.53300000,0.07283582
165252,-0.53150000,0.07582090
165253,-0.53400000,0.07940299
165254,-0.53400000,0.07940299
165255,-0.53400000,0.09253731
165256,-0.53150000,0.09552239
165257,-0.52650000,0.10208955
165258,-0.51650000,0.10567164
165259,-0.49650000,0.11880597
165260,-0.47000000,0.13194030
165261,-0.43250000,0.13850746
165262,-0.38500000,0.14507463
165263,-0.32950000,0.14507463
165264,-0.26450000,0.14805970
165265,-0.19150000,0.15164179
165266,-0.11400000,0.17134328
165267,-0.03600000,0.16477612
165268,0.04400000,0.16119403
165269,0.12200000,0.14507463
165270,0.19550000,0.13850746
165271,0.26450000,0.10865672
165272,0.32750000,0.09552239
165273,0.38400000,0.07283582
165274,0.43000000,0.04955224
165275,0.47050000,0.03343284
165276,0.50150000,0.02029851
165277,0.52300000,0.00716418
165278,0.53950000,0.00119403
165279,0.54550000,0.00119403
165280,0.54300000,0.00119403
165281,0.53450000,0.00119403
165282,0.51800000,0.00119403
165283,0.49650000,0.00119403
165284,0.47050000,0.00119403
165285,0.43750000,-0.01194030
165286,0.40000000,-0.01194030
165287,0.36100000,-0.01492537
165288,0.31850000,-0.02507463
165289,0.27450000,-0.03164179
165290,0.22950000,-0.03820896
165291,0.18300000,-0.03820896
165292,0.13950000,-0.03820896
165293,0.09800000,-0.03820896
165294,0.05650000,-0.04119403
165295,0.02000000,-0.04477612
165296,-0.01600000,-0.05134328
165297,-0.05000000,-0.03820896
165298,-0.08000000,-0.03820896
165299,-0.10750000,-0.03820896
165300,-0.13300000,-0.04776119
165301,-0.15800000,-0.03820896
165302,-0.17800000,-0.04776119
165303,-0.19650000,-0.03820896
165304,-0.21550000,-0.03820896
165305,-0.22950000,-0.03820896
165306,-0.24450000,-0.04119403
165307,-0.25450000,-0.04477612
165308,-0.26550000,-0.03820896
165309,-0.27300000,-0.03820896
165310,-0.28200000,-0.04119403
165311,-0.28850000,-0.03820896
165312,-0.29450000,-0.03820896
165313,-0.30100000,-0.03820896
165314,-0.30450000,-0.03820896
165315,-0.30950000,-0.03820896
165316,-0.31350000,-0.03462687
165317,-0.31850000,-0.03164179
165318,-0.32350000,-0.03462687
165319,-0.32850000,-0.03462687
165320,-0.33450000,-0.03164179
165321,-0.33950000,-0.03820896
165322,-0.34450000,-0.03820896
165323,-0.35200000,-0.03462687
165324,-0.35950000,-0.02507463
165325,-0.36750000,-0.01850746
165326,-0.37600000,-0.01194030
165327,-0.38600000,-0.01194030
165328,-0.39750000,0.00119403
165329,-0.41000000,-0.00835821
165330,-0.42350000,-0.02507463
165331,-0.43600000,-0.03164179
165332,-0.44900000,-0.02149254
165333,-0.46150000,-0.02805970
165334,-0.47250000,-0.03462687
165335,-0.48400000,-0.03820896
165336,-0.49400000,-0.03820896
165337,-0.50250000,-0.03820896
165338,-0.51000000,-0.03164179
165339,-0.51750000,-0.00835821
165340,-0.52400000,0.03641791
165341,-0.52900000,0.11880597
165342,-0.53300000,0.18089552
165343,-0.53650000,0.19044776
165344,-0.53800000,0.00059701
165345,-0.53900000,-0.17552239
165346,-0.53900000,-0.48000000
165347,-0.54150000,-0.52895522
165348,-0.54150000,-0.38865672
165349,-0.54300000,-0.22149254
165350,-0.54550000,-0.09731343
165351,-0.54650000,-0.01194030
165352,-0.54800000,0.01014925
165353,-0.55050000,0.02985075
165354,-0.55300000,0.04000000
165355,-0.55550000,0.04656716
165356,-0.55800000,0.04298507
165357,-0.55900000,0.04955224
165358,-0.55900000,0.04656716
165359,-0.56050000,0.05611940
165360,-0.55550000,0.06626866
165361,-0.55550000,0.06268657
165362,-0.55450000,0.06626866
165363,-0.55300000,0.06626866
165364,-0.54950000,0.07283582
165365,-0.54550000,0.07940299
165366,-0.53700000,0.07940299
165367,-0.52700000,0.08238806
165368,-0.50900000,0.09910448
165369,-0.48550000,0.09910448
165370,-0.45650000,0.10567164
165371,-0.41650000,0.11522388
165372,-0.36900000,0.12835821
165373,-0.31100000,0.13194030
165374,-0.24850000,0.14149254
165375,-0.17950000,0.14507463
165376,-0.10650000,0.14507463
165377,-0.03000000,0.14507463
165378,0.04250000,0.14149254
165379,0.11650000,0.13194030
165380,0.18550000,0.12835821
165381,0.24800000,0.09552239
165382,0.30700000,0.08895522
165383,0.35700000,0.07283582
165384,0.40100000,0.05611940
165385,0.44000000,0.03343284
165386,0.47000000,0.01373134
165387,0.49250000,0.00417910
165388,0.51000000,0.00119403
165389,0.52250000,-0.00537313
165390,0.52800000,-0.01194030
165391,0.52900000,-0.01194030
165392,0.52250000,-0.01194030
165393,0.51000000,-0.01492537
165394,0.49250000,-0.03164179
165395,0.47000000,-0.03462687
165396,0.44250000,-0.03820896
165397,0.40750000,-0.03820896
165398,0.37100000,-0.04776119
165399,0.32950000,-0.05134328
165400,0.28850000,-0.05432836
165401,0.24450000,-0.05134328
165402,0.19900000,-0.06089552
165403,0.15550000,-0.06089552
165404,0.11250000,-0.06447761
165405,0.07150000,-0.06447761
165406,0.03100000,-0.06447761
165407,-0.00650000,-0.06089552
165408,-0.04050000,-0.05432836
165409,-0.07050000,-0.06447761
165410,-0.09800000,-0.05432836
165411,-0.12300000,-0.05134328
165412,-0.14450000,-0.05134328
165413,-0.16450000,-0.04776119
165414,-0.18050000,-0.05134328
165415,-0.19450000,-0.05432836
165416,-0.20700000,-0.05134328
165417,-0.21850000,-0.04776119
165418,-0.22850000,-0.03820896
165419,-0.23600000,-0.04776119
165420,-0.24200000,-0.03820896
165421,-0.24850000,-0.04477612
165422,-0.25600000,-0.04119403
165423,-0.26200000,-0.04776119
165424,-0.24800000,-0.03820896
165425,-0.25400000,-0.04776119
165426,-0.26100000,-0.03820896
165427,-0.26700000,-0.03820896
165428,-0.27650000,-0.03820896
165429,-0.28350000,-0.04477612
165430,-0.29300000,-0.03820896
165431,-0.30150000,-0.03820896
165432,-0.31200000,-0.03820896
165433,-0.32050000,-0.03820896
165434,-0.33250000,-0.03820896
165435,-0.34300000,-0.03462687
165436,-0.35150000,-0.01850746
165437,-0.36200000,-0.01194030
165438,-0.37300000,-0.01194030
165439,-0.38000000,-0.03164179
165440,-0.38950000,-0.01850746
165441,-0.39750000,-0.02805970
165442,-0.40600000,-0.03820896
165443,-0.41200000,-0.02805970
165444,-0.41800000,-0.03820896
165445,-0.42250000,-0.03820896
165446,-0.42850000,-0.03820896
165447,-0.43200000,-0.03820896
165448,-0.43700000,-0.03820896
165449,-0.44050000,-0.00835821
165450,-0.44400000,0.05313433
165451,-0.44900000,0.11223881
165452,-0.45350000,0.13850746
165453,-0.45950000,0.03641791
165454,-0.46550000,-0.19223881
165455,-0.47150000,-0.34925373
165456,-0.47750000,-0.54865672
165457,-0.48550000,-0.49970149
165458,-0.49150000,-0.33910448
165459,-0.49750000,-0.17910448
165460,-0.50200000,-0.05432836
165461,-0.50700000,-0.00179104
165462,-0.51050000,0.01373134
165463,-0.51300000,0.02029851
165464,-0.51400000,0.02985075
165465,-0.51550000,0.04000000
165466,-0.51550000,0.04000000
165467,-0.51400000,0.04656716
165468,-0.51300000,0.06626866
165469,-0.51150000,0.05970149
165470,-0.50950000,0.05611940
165471,-0.50700000,0.05970149
165472,-0.50350000,0.06626866
165473,-0.50100000,0.06626866
165474,-0.49850000,0.06925373
165475,-0.49250000,0.07940299
165476,-0.48800000,0.07940299
165477,-0.47850000,0.07940299
165478,-0.46400000,0.09253731
165479,-0.44400000,0.10567164
165480,-0.41800000,0.11223881
165481,-0.38350000,0.12179104
165482,-0.34050000,0.12835821
165483,-0.28850000,0.13194030
165484,-0.22900000,0.14149254
165485,-0.16500000,0.14507463
165486,-0.09350000,0.15164179
165487,-0.02000000,0.15820896
165488,0.05350000,0.15164179
165489,0.12600000,0.14507463
165490,0.19600000,0.13850746
165491,0.26150000,0.11880597
165492,0.32200000,0.09910448
165493,0.37650000,0.07582090
165494,0.42400000,0.06626866
165495,0.46450000,0.04955224
165496,0.49900000,0.04000000
165497,0.52600000,0.02686567
165498,0.54750000,0.01014925
165499,0.56050000,0.01014925
165500,0.56750000,0.00119403
165501,0.56650000,0.00119403
165502,0.55800000,0.00119403
165503,0.54150000,0.00119403
165504,0.52150000,-0.00835821
165505,0.49150000,-0.01194030
165506,0.45750000,-0.01850746
165507,0.41800000,-0.01850746
165508,0.37550000,-0.03164179
165509,0.32900000,-0.03462687
165510,0.27900000,-0.03820896
165511,0.22950000,-0.03820896
165512,0.17950000,-0.03820896
165513,0.13200000,-0.03820896
165514,0.08450000,-0.03820896
165515,0.03950000,-0.03820896
165516,-0.00250000,-0.03820896
165517,-0.03900000,-0.03820896
165518,-0.07350000,-0.03820896
165519,-0.10450000,-0.04119403
165520,-0.13150000,-0.03820896
165521,-0.15450000,-0.03820896
165522,-0.17200000,-0.03820896
165523,-0.19000000,-0.03820896
165524,-0.20300000,-0.03820896
165525,-0.21250000,-0.03820896
165526,-0.22200000,-0.03820896
165527,-0.23050000,-0.03820896
165528,-0.23750000,-0.02507463
165529,-0.24450000,-0.03164179
165530,-0.25300000,-0.02507463
165531,-0.26100000,-0.03820896
165532,-0.26950000,-0.03820896
165533,-0.28000000,-0.03164179
165534,-0.29100000,-0.03164179
165535,-0.29900000,-0.03462687
165536,-0.31100000,-0.02805970
165537,-0.32150000,-0.02805970
165538,-0.33100000,-0.03164179
165539,-0.34200000,-0.02507463
165540,-0.34900000,-0.02507463
165541,-0.35750000,-0.02507463
165542,-0.36450000,-0.02507463
165543,-0.37050000,-0.02149254
165544,-0.37500000,-0.02149254
165545,-0.38000000,-0.01194030
165546,-0.38450000,-0.00835821
165547,-0.38800000,0.00119403
165548,-0.39050000,0.00119403
165549,-0.39300000,0.00119403
165550,-0.39550000,-0.00835821
165551,-0.39750000,-0.01194030
165552,-0.39950000,-0.01194030
165553,-0.40300000,-0.01194030
165554,-0.40750000,-0.01492537
165555,-0.41350000,-0.01850746
165556,-0.42150000,-0.01194030
165557,-0.42750000,-0.01194030
165558,-0.43550000,-0.01194030
165559,-0.44250000,-0.00179104
165560,-0.44950000,0.04298507
165561,-0.45650000,0.11223881
165562,-0.46350000,0.16119403
165563,-0.47050000,0.14805970
165564,-0.47400000,-0.04776119
165565,-0.48000000,-0.22447761
165566,-0.48450000,-0.45373134
165567,-0.48700000,-0.52298507
165568,-0.48950000,-0.38865672
165569,-0.48950000,-0.21791045
165570,-0.48950000,-0.08059701
165571,-0.48800000,-0.00537313
165572,-0.48700000,0.02328358
165573,-0.48350000,0.04298507
165574,-0.48350000,0.05313433
165575,-0.48100000,0.05970149
165576,-0.48100000,0.06626866
165577,-0.48100000,0.06626866
165578,-0.48350000,0.06925373
165579,-0.48450000,0.06925373
165580,-0.48800000,0.07940299
165581,-0.49050000,0.07940299
165582,-0.49650000,0.07940299
165583,-0.49850000,0.08238806
165584,-0.50200000,0.08597015
165585,-0.50450000,0.09253731
165586,-0.50200000,0.10208955
165587,-0.49850000,0.10567164
165588,-0.48950000,0.11223881
165589,-0.47400000,0.12537313
165590,-0.45200000,0.13194030
165591,-0.41800000,0.13492537
165592,-0.37850000,0.14149254
165593,-0.32800000,0.15820896
165594,-0.26750000,0.15820896
165595,-0.20100000,0.17134328
165596,-0.12850000,0.17134328
165597,-0.05250000,0.17134328
165598,0.02350000,0.17134328
165599,0.09950000,0.17134328
165600,0.17200000,0.15164179
165601,0.24050000,0.14149254
165602,0.30250000,0.12179104
165603,0.35750000,0.10208955
165604,0.40550000,0.07940299
165605,0.44650000,0.06268657
165606,0.48150000,0.03641791
165607,0.50600000,0.02985075
165608,0.52550000,0.01671642
165609,0.53850000,0.01373134
165610,0.54300000,0.00417910
165611,0.54300000,0.00119403
165612,0.53850000,0.00119403
165613,0.52550000,0.00119403
165614,0.50950000,0.00119403
165615,0.48850000,-0.00537313
165616,0.46150000,-0.00835821
165617,0.43100000,-0.01194030
165618,0.39700000,-0.01850746
165619,0.36000000,-0.02507463
165620,0.32150000,-0.02149254
165621,0.27950000,-0.02507463
165622,0.23850000,-0.02805970
165623,0.19650000,-0.03164179
165624,0.15450000,-0.02507463
165625,0.11350000,-0.03462687
165626,0.07350000,-0.03462687
165627,0.03500000,-0.03462687
165628,-0.00100000,-0.03462687
165629,-0.03500000,-0.03820896
165630,-0.06550000,-0.03820896
165631,-0.09350000,-0.03462687
165632,-0.11800000,-0.02805970
165633,-0.14000000,-0.03462687
165634,-0.15750000,-0.03820896
165635,-0.17400000,-0.03820896
165636,-0.18800000,-0.02507463
165637,-0.19950000,-0.02507463
165638,-0.21000000,-0.02149254
165639,-0.21950000,-0.02149254
165640,-0.22750000,-0.01492537
165641,-0.23600000,-0.01194030
165642,-0.24300000,-0.02149254
165643,-0.24850000,-0.01850746
165644,-0.25550000,-0.01850746
165645,-0.26150000,-0.01194030
165646,-0.26850000,-0.01492537
165647,-0.27550000,-0.01492537
165648,-0.28250000,-0.01492537
165649,-0.28950000,-0.01194030
165650,-0.29650000,-0.01492537
165651,-0.30350000,-0.01194030
165652,-0.31300000,-0.01492537
165653,-0.32100000,-0.01194030
165654,-0.32900000,-0.02149254
165655,-0.33750000,-0.01194030
165656,-0.34550000,-0.01194030
165657,-0.35250000,-0.00179104
165658,-0.36100000,0.00119403
165659,-0.36900000,0.00119403
165660,-0.37350000,0.00119403
165661,-0.38200000,-0.00835821
165662,-0.38750000,-0.00835821
165663,-0.39450000,-0.01194030
165664,-0.39950000,-0.01194030
165665,-0.40650000,-0.01194030
165666,-0.41000000,-0.01492537
165667,-0.41700000,-0.01492537
165668,-0.42050000,-0.01194030
165669,-0.42500000,-0.01194030
165670,-0.42850000,0.00417910
165671,-0.43300000,0.06626866
165672,-0.43900000,0.14149254
165673,-0.44250000,0.20358209
165674,-0.44700000,0.17074627
165675,-0.45200000,-0.02507463
165676,-0.45650000,-0.20537313
165677,-0.46250000,-0.49313433
165678,-0.46800000,-0.50328358
165679,-0.47500000,-0.34567164
165680,-0.48750000,-0.18865672
165681,-0.49600000,-0.06089552
165682,-0.50150000,0.00417910
165683,-0.50850000,0.02985075
165684,-0.51450000,0.04298507
165685,-0.52000000,0.05313433
165686,-0.52350000,0.06268657
165687,-0.52700000,0.06626866
165688,-0.53050000,0.06925373
165689,-0.53300000,0.06925373
165690,-0.53500000,0.06925373
165691,-0.53400000,0.06626866
165692,-0.53400000,0.07940299
165693,-0.53300000,0.08238806
165694,-0.53050000,0.07940299
165695,-0.52700000,0.09910448
165696,-0.52350000,0.10567164
165697,-0.51800000,0.10567164
165698,-0.50850000,0.10567164
165699,-0.49450000,0.11880597
165700,-0.47500000,0.12537313
165701,-0.44950000,0.13194030
165702,-0.41700000,0.14149254
165703,-0.37450000,0.14805970
165704,-0.32600000,0.15820896
165705,-0.26800000,0.16477612
165706,-0.20550000,0.17134328
165707,-0.13600000,0.17134328
165708,-0.06450000,0.17134328
165709,0.00950000,0.16477612
165710,0.08250000,0.14805970
165711,0.15300000,0.13492537
165712,0.22000000,0.12179104
165713,0.28350000,0.10208955
165714,0.33900000,0.07582090
165715,0.39100000,0.06268657
165716,0.43400000,0.04298507
165717,0.47200000,0.02686567
165718,0.50200000,0.01373134
165719,0.52500000,0.00417910
165720,0.54250000,0.00119403
165721,0.55050000,0.00119403
165722,0.55050000,0.00119403
165723,0.54250000,0.00119403
165724,0.52850000,0.00119403
165725,0.50450000,0.00119403
165726,0.47650000,0.00119403
165727,0.43950000,-0.00835821
165728,0.40050000,-0.01194030
165729,0.35650000,-0.01850746
165730,0.31000000,-0.01492537
165731,0.26050000,-0.03462687
165732,0.21200000,-0.03164179
165733,0.16350000,-0.03462687
165734,0.11450000,-0.03820896
165735,0.06950000,-0.03820896
165736,0.02800000,-0.03820896
165737,-0.01150000,-0.03820896
165738,-0.04700000,-0.03820896
165739,-0.07950000,-0.03820896
165740,-0.10850000,-0.03820896
165741,-0.13250000,-0.03820896
165742,-0.15350000,-0.03820896
165743,-0.17100000,-0.03820896
165744,-0.18500000,-0.03820896
165745,-0.19650000,-0.03820896
165746,-0.20650000,-0.03820896
165747,-0.21700000,-0.03820896
165748,-0.22500000,-0.03820896
165749,-0.23350000,-0.03820896
165750,-0.24150000,-0.03820896
165751,-0.24850000,-0.02507463
165752,-0.25900000,-0.02507463
165753,-0.26700000,-0.02507463
165754,-0.27500000,-0.03820896
165755,-0.28400000,-0.02507463
165756,-0.29250000,-0.03164179
165757,-0.30050000,-0.01492537
165758,-0.30750000,-0.02149254
165759,-0.31450000,-0.01194030
165760,-0.32100000,-0.01850746
165761,-0.32700000,-0.01492537
165762,-0.33300000,-0.02149254
165763,-0.33850000,-0.01492537
165764,-0.34200000,-0.01194030
165765,-0.34800000,-0.01194030
165766,-0.35150000,-0.01194030
165767,-0.35600000,-0.01194030
165768,-0.35950000,-0.00179104
165769,-0.36400000,0.00119403
165770,-0.37000000,0.00119403
165771,-0.37550000,0.00119403
165772,-0.38150000,0.00119403
165773,-0.38850000,-0.01194030
165774,-0.39500000,-0.01194030
165775,-0.40450000,-0.01194030
165776,-0.41150000,-0.01194030
165777,-0.42200000,-0.01194030
165778,-0.43000000,-0.01194030
165779,-0.43900000,-0.01194030
165780,-0.44700000,-0.01194030
165781,-0.45400000,-0.01194030
165782,-0.46100000,0.01373134
165783,-0.46800000,0.08895522
165784,-0.47250000,0.16776119
165785,-0.47750000,0.23940299
165786,-0.48200000,0.16776119
165787,-0.48400000,-0.01850746
165788,-0.48650000,-0.24776119
165789,-0.48900000,-0.53253731
165790,-0.48750000,-0.47343284
165791,-0.48650000,-0.30985075
165792,-0.48750000,-0.15283582
165793,-0.48750000,-0.03462687
165794,-0.48650000,0.00716418
165795,-0.48650000,0.02985075
165796,-0.48650000,0.04656716
165797,-0.48650000,0.05970149
165798,-0.48750000,0.06268657
165799,-0.49100000,0.06626866
165800,-0.49350000,0.06626866
165801,-0.49600000,0.06925373
165802,-0.49950000,0.06626866
165803,-0.50250000,0.07582090
165804,-0.50600000,0.06925373
165805,-0.50950000,0.08238806
165806,-0.51100000,0.07940299
165807,-0.51100000,0.09552239
165808,-0.51350000,0.10208955
165809,-0.50850000,0.10567164
165810,-0.50050000,0.10567164
165811,-0.48350000,0.12537313
165812,-0.46250000,0.12835821
165813,-0.43000000,0.12835821
165814,-0.39100000,0.13194030
165815,-0.34100000,0.14507463
165816,-0.28300000,0.14507463
165817,-0.21950000,0.15164179
165818,-0.14700000,0.15820896
165819,-0.07300000,0.16119403
165820,0.00450000,0.16776119
165821,0.08100000,0.14805970
165822,0.15600000,0.14149254
165823,0.22550000,0.13194030
165824,0.29050000,0.10865672
165825,0.34900000,0.08238806
165826,0.40000000,0.06626866
165827,0.44300000,0.04656716
165828,0.48100000,0.03641791
165829,0.51100000,0.01014925
165830,0.53200000,0.00716418
165831,0.54800000,0.00119403
165832,0.55600000,0.00119403
165833,0.55850000,0.00119403
165834,0.55500000,-0.00179104
165835,0.54250000,0.00119403
165836,0.52600000,0.00119403
165837,0.50550000,0.00119403
165838,0.47850000,-0.00537313
165839,0.44850000,-0.01194030
165840,0.41500000,-0.01194030
165841,0.37950000,-0.01850746
165842,0.34100000,-0.03462687
165843,0.30200000,-0.03462687
165844,0.26000000,-0.03820896
165845,0.21850000,-0.03820896
165846,0.17600000,-0.03820896
165847,0.13400000,-0.03820896
165848,0.09150000,-0.04477612
165849,0.05000000,-0.04477612
165850,0.01150000,-0.04776119
165851,-0.02550000,-0.03820896
165852,-0.06000000,-0.05134328
165853,-0.09150000,-0.04776119
165854,-0.12150000,-0.05134328
165855,-0.14700000,-0.04119403
165856,-0.16900000,-0.04477612
165857,-0.18850000,-0.03820896
165858,-0.20700000,-0.05791045
165859,-0.21950000,-0.04477612
165860,-0.23250000,-0.05134328
165861,-0.24050000,-0.04119403
165862,-0.24950000,-0.04119403
165863,-0.25300000,-0.04119403
165864,-0.25900000,-0.03820896
165865,-0.26350000,-0.03820896
165866,-0.26450000,-0.04119403
165867,-0.26800000,-0.03820896
165868,-0.27150000,-0.03820896
165869,-0.27500000,-0.04119403
165870,-0.28100000,-0.03820896
165871,-0.28550000,-0.03820896
165872,-0.29250000,-0.03820896
165873,-0.29850000,-0.03820896
165874,-0.30600000,-0.03820896
165875,-0.31500000,-0.03820896
165876,-0.32300000,-0.03820896
165877,-0.33050000,-0.03820896
165878,-0.33950000,-0.03820896
165879,-0.34850000,-0.03164179
165880,-0.35600000,-0.01850746
165881,-0.36400000,-0.01492537
165882,-0.36950000,0.00119403
165883,-0.37600000,-0.00537313
165884,-0.38400000,-0.01492537
165885,-0.38950000,-0.02805970
165886,-0.39300000,-0.02805970
165887,-0.39850000,-0.02805970
165888,-0.40050000,-0.02507463
165889,-0.40500000,-0.02507463
165890,-0.40850000,-0.02507463
165891,-0.41300000,-0.02149254
165892,-0.41650000,-0.01194030
165893,-0.41950000,-0.00835821
165894,-0.42500000,0.03641791
165895,-0.42950000,0.11223881
165896,-0.43500000,0.17731343
165897,-0.44200000,0.17731343
165898,-0.44850000,-0.01850746
165899,-0.45550000,-0.19223881
165900,-0.46200000,-0.47701493
165901,-0.46950000,-0.54208955
165902,-0.47650000,-0.40477612
165903,-0.48400000,-0.23462687
165904,-0.49000000,-0.09731343
165905,-0.49650000,-0.01492537
165906,-0.50000000,0.00417910
165907,-0.50400000,0.01671642
165908,-0.50850000,0.03343284
165909,-0.50850000,0.04000000
165910,-0.51000000,0.04000000
165911,-0.51000000,0.05313433
165912,-0.51000000,0.04656716
165913,-0.50750000,0.04656716
165914,-0.50650000,0.05313433
165915,-0.50550000,0.05611940
165916,-0.50400000,0.06626866
165917,-0.50300000,0.07283582
165918,-0.50300000,0.07582090
165919,-0.50300000,0.07940299
165920,-0.50100000,0.07940299
165921,-0.49650000,0.08238806
165922,-0.48850000,0.09253731
165923,-0.47300000,0.10208955
165924,-0.45300000,0.10567164
165925,-0.42300000,0.11522388
165926,-0.38600000,0.13194030
165927,-0.34050000,0.12835821
165928,-0.28500000,0.14507463
165929,-0.22150000,0.14507463
165930,-0.15350000,0.14507463
165931,-0.08100000,0.14149254
165932,-0.00450000,0.14507463
165933,0.07000000,0.13492537
165934,0.14350000,0.12537313
165935,0.21500000,0.09910448
165936,0.28150000,0.07940299
